"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","G/GP","A1/GP","A2/GP","P1/GP","P/GP"
"","Colum McGauley","LW","SC","18.514","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Carter Spenst","D","SC","17.178","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Lukus MacKenzie","LW","POR","19.39","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Payton McIsaac","D","SEA","17.72","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ryan Watson","D","MH","16.348","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Anthony Bishop","D","TC","20.458","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Matt Dorsey","RW","TC","19.349","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Dylan Anderson","D","EVT","15.896","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Bronson Sharp","LW","EVT","18.714","7","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyus Gent","LW","VIC","17.654","6","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Hayden Clayton","RW","LET","18.503","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Roope Pynnonen","D","SC","17.594","36","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kyle Pow","D","KEL","18.514","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tylor Ludwar","D","KAM","19.009","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Luke Bateman","D","SEA","15.989","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ty Gerla","LW","EDM","19.209","7","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jacob Gendron","D","VAN","16.608","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Damon Agyeman","D","MH","16.463","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Conor MacEachern","RW","POR","19.77","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ryan Miley","D","POR","18.177","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Keagan Slaney","D","EDM","15.434","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Karter Prosofsky","D","KTN","14.987","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Anson McMaster","D","KTN","16.173","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Landon Fuller","D","VAN","19.165","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Benjamin Zloty","D","KTN","16.556","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Owen MacNeil","LW","SPO","15.294","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Lucas Ciona","LW","SEA","15.685","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Liam Ryan","C","PG","18.703","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Justin Svenson","RW","RD","17.421","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","James Form","C","KTN","16.638","8","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Skyler Bruce","RW","KTN","15.644","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Braydon Clark","D","PA","16.698","6","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Hagan Bode","RW","BDN","16.551","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Krz Plummer","LW","VAN","16.586","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyson Laventure","RW","PA","15.631","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Rylan Thiessen","D","LET","17.602","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyson Kozak","C","POR","15.713","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Eric Alarie","C","MJ","15.633","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jack Zayat","D","BDN","16.638","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Zack Ostapchuk","LW","VAN","15.299","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kobe Verbicky","LW","EDM","15.442","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jackson DeSouza","D","KEL","15.488","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Booker Daniel","LW","TC","17.09","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kaden Reinders","D","VIC","16.622","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Carson Golder","D","VIC","15.88","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Conner Roulette","RW","SEA","15.343","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Joe Arntsen","D","LET","15.319","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Noah Lamb","D","VIC","16.704","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Craig Armstrong","C","PG","15.28","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Olen Zellweger","D","EVT","15.015","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Michael Horon","LW","SEA","17.2","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Braden Plaschewsky","C","SAS","16.567","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Alex Bolshakov","RW","VIC","16.403","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ethan Brandwood","D","KAM","16.354","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Trevor Thurston","D","KAM","16.348","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Alex Thacker","LW","SC","16.466","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jett Jones","C","LET","16.052","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Sean Tschigerl","C","CGY","15.431","6","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Noah Dorey","D","KEL","15.65","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jake Chiasson","RW","BDN","15.31","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kai Uchacz","C","SEA","15.228","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cale Sanders","RW","REG","16.069","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyson Galloway","D","CGY","15.653","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Nicholas Draffin","D","VAN","17.082","8","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cole Carrier","C","KEL","16.203","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Steel Quiring","RW","KEL","-0.334","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cole Nagy","C","PA","17.09","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Andrew Viggars","D","CGY","18.7","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Caleb Willms","LW","MH","16.397","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
