,Unnamed: 0,#,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
1032,214,,Ville Pokka,D,RFD,22.53,76,6,15,9,21,30,184,3.26,0.08,0.2,0.12,0.28,0.39,2.42
613,155,,Liam O'Brien,LW,HER,22.133000000000006,64,10,16,4,26,30,87,11.49,0.16,0.25,0.06,0.41,0.47,1.36
969,249,,Tim Kennedy,C,RCH,30.38,47,4,15,10,19,29,55,7.27,0.09,0.32,0.21,0.4,0.62,1.17
761,156,,Nick Lappin,RW,ALB,23.872,35,14,12,3,26,29,103,13.59,0.4,0.34,0.09,0.74,0.83,2.94
8,202,,Adam Erne,LW,SYR,21.408,42,14,8,7,22,29,89,15.73,0.33,0.19,0.17,0.52,0.69,2.12
62,279,,Andy Welinski,D,SD,23.387,63,6,11,12,17,29,88,6.82,0.1,0.17,0.19,0.27,0.46,1.4
602,158,,Kyle Flanagan,C,BNG,27.71,68,9,17,3,26,29,80,11.25,0.13,0.25,0.04,0.38,0.43,1.18
676,157,,Matt Carey,LW,HFD,24.548,73,21,5,3,26,29,92,22.83,0.29,0.07,0.04,0.36,0.4,1.26
145,216,,Brett Sterling,LW,CHI,32.395,61,11,10,8,21,29,98,11.22,0.18,0.16,0.13,0.34,0.48,1.61
522,180,,Josh Archibald,RW,WBS,23.943,61,16,8,5,24,29,119,13.45,0.26,0.13,0.08,0.39,0.48,1.95
109,248,,Brad Hunt,D,CHI,28.061,23,9,10,10,19,29,57,15.79,0.39,0.43,0.43,0.83,1.26,2.48
181,201,,Carter Verhaeghe,C,BRI,21.09,45,16,6,7,22,29,85,18.82,0.36,0.13,0.16,0.49,0.64,1.89
292,278,,Dean Kukan,D,CLE,23.19,72,4,13,12,17,29,95,4.21,0.06,0.18,0.17,0.24,0.4,1.32
793,179,,Patrice Cormier,C,MB,26.257,69,13,11,5,24,29,112,11.61,0.19,0.16,0.07,0.35,0.42,1.62
721,217,,Mike Blunden,RW,BNG,29.753,67,14,7,8,21,29,158,8.86,0.21,0.1,0.12,0.31,0.43,2.36
875,218,,Ryan Lomberg,C,STK,21.769,68,13,8,8,21,29,120,10.83,0.19,0.12,0.12,0.31,0.43,1.76
10,188,,Adam Helewka,LW,SJ,21.156,58,14,9,6,23,29,116,12.07,0.24,0.16,0.1,0.4,0.5,2.0
466,203,,Jesse Puljujarvi,RW,BAK,18.36,39,12,10,6,22,28,109,11.01,0.31,0.26,0.15,0.56,0.72,2.79
37,258,,Alexander Nylander,RW,RCH,18.541,65,10,8,10,18,28,106,9.43,0.15,0.12,0.15,0.28,0.43,1.63
546,232,,Justin Dowling,C,TEX,25.958,49,8,12,8,20,28,95,8.42,0.16,0.24,0.16,0.41,0.57,1.94
726,205,,Mike Halmo,LW,SYR,25.339,69,16,6,6,22,28,129,12.4,0.23,0.09,0.09,0.32,0.41,1.87
840,189,,Remi Elie,LW,TEX,21.419,53,9,14,5,23,28,83,10.84,0.17,0.26,0.09,0.43,0.53,1.57
611,191,,Laurent Dauphin,C,TUC,21.476,38,17,6,5,23,28,101,16.83,0.45,0.16,0.13,0.61,0.74,2.66
704,251,,Michael Bunting,LW,TUC,20.997,67,13,6,9,19,28,135,9.63,0.19,0.09,0.13,0.28,0.42,2.01
791,250,,Pascal Pelletier,C,UTI,33.251999999999995,52,10,9,9,19,28,75,13.33,0.19,0.17,0.17,0.37,0.54,1.44
885,234,,Sam Anas,RW,IA,23.291,66,12,8,8,20,28,105,11.43,0.18,0.12,0.12,0.3,0.42,1.59
820,190,,Phil Di Giuseppe,LW,CHA,22.935,40,12,11,5,23,28,141,8.51,0.3,0.28,0.12,0.57,0.7,3.52
900,260,,Scott Kosmachuk,RW,MB,22.642,58,11,7,10,18,28,124,8.87,0.19,0.12,0.17,0.31,0.48,2.14
104,204,,Bobby Farnham,LW,STJ,27.65,71,11,11,6,22,28,93,11.83,0.15,0.15,0.08,0.31,0.39,1.31
353,219,,Felix Girard,C,MIL/SA,22.355,73,10,11,7,21,28,127,7.87,0.14,0.15,0.1,0.29,0.38,1.74
795,233,,Patrick Brown,C,CHA,24.299,66,12,8,8,20,28,105,11.43,0.18,0.12,0.12,0.3,0.42,1.59
110,259,,Brad Malone,C,CHI/HER,27.324,71,11,7,10,18,28,98,11.22,0.15,0.1,0.14,0.25,0.39,1.38
210,299,,Chris Rumble,D,BNG,26.418000000000006,56,6,10,11,16,27,118,5.08,0.11,0.18,0.2,0.29,0.48,2.11
785,352,,Oliver Kylington,D,STK,19.327,60,6,7,14,13,27,90,6.67,0.1,0.12,0.23,0.22,0.45,1.5
686,280,,Matt Mangene,D,TEX,27.513,66,8,9,10,17,27,111,7.21,0.12,0.14,0.15,0.26,0.41,1.68
293,261,,Denis Gurianov,RW,TEX,19.275,57,12,6,9,18,27,96,12.5,0.21,0.11,0.16,0.32,0.47,1.68
92,379,,Ben Harpur,D,BNG,21.676,63,2,10,15,12,27,110,1.82,0.03,0.16,0.24,0.19,0.43,1.75
199,220,,Chris Brown,RW,HFD,25.616,64,14,7,6,21,27,122,11.48,0.22,0.11,0.09,0.33,0.42,1.91
452,333,,Jaycob Megna,D,SD,23.765,62,5,9,13,14,27,70,7.14,0.08,0.15,0.21,0.23,0.44,1.13
412,252,,Jack Rodewald,RW,BNG,22.585,66,18,1,8,19,27,97,18.56,0.27,0.02,0.12,0.29,0.41,1.47
844,192,,Riley Barber,RW,HER,22.604,39,13,10,4,23,27,102,12.75,0.33,0.26,0.1,0.59,0.69,2.62
346,235,,Ethan Werek,C,TEX,25.276,55,13,7,7,20,27,123,10.57,0.24,0.13,0.13,0.36,0.49,2.24
356,281,,Francis Perron,LW,BNG,20.411,68,6,11,9,17,26,96,6.25,0.09,0.16,0.13,0.25,0.38,1.41
395,301,,Haydn Fleury,D,CHA,20.189,69,7,9,10,16,26,144,4.86,0.1,0.13,0.14,0.23,0.38,2.09
49,380,,Andrew Bodnarchuk,D,TEX,28.181,69,5,7,14,12,26,93,5.38,0.07,0.1,0.2,0.17,0.38,1.35
797,193,,Patrick Dwyer,RW,CHA,33.235,58,14,9,3,23,26,80,17.5,0.24,0.16,0.05,0.4,0.45,1.38
451,207,,Jayce Hawryluk,RW,SPR,20.707,47,9,13,4,22,26,75,12.0,0.19,0.28,0.09,0.47,0.55,1.6
784,194,,Oliver Bjorkstrand,RW,CLE,21.435,37,14,9,3,23,26,105,13.33,0.38,0.24,0.08,0.62,0.7,2.84
380,222,,Grayson Downing,C,IA/TUC,24.411,59,9,12,5,21,26,96,9.38,0.15,0.2,0.08,0.36,0.44,1.63
934,181,,Steve Bernier,RW,BRI,31.461,33,16,8,2,24,26,63,25.4,0.48,0.24,0.06,0.73,0.79,1.91
731,334,,Mike Ribeiro,C,MIL,36.598,28,5,9,12,14,26,32,15.62,0.18,0.32,0.43,0.5,0.93,1.14
200,353,,Chris Butler,D,CHI,29.887,72,5,8,13,13,26,106,4.72,0.07,0.11,0.18,0.18,0.36,1.47
906,221,,Sean Kuraly,C,PRO,23.653,54,14,7,5,21,26,130,10.77,0.26,0.13,0.09,0.39,0.48,2.41
245,206,,Connor Brickley,LW,CHA,24.556,69,15,7,4,22,26,110,13.64,0.22,0.1,0.06,0.32,0.38,1.59
175,300,,Cameron Schilling,D,ONT/RFD,27.94,72,8,8,10,16,26,128,6.25,0.11,0.11,0.14,0.22,0.36,1.78
26,236,,Alex Broadhurst,C,CLE,23.527,52,11,9,5,20,25,74,14.86,0.21,0.17,0.1,0.38,0.48,1.42
813,223,,Peter Mueller,RW,PRO,28.422,56,13,8,4,21,25,124,10.48,0.23,0.14,0.07,0.38,0.45,2.21
490,381,,John Gilmour,D,HFD,23.332,76,6,6,13,12,25,110,5.45,0.08,0.08,0.17,0.16,0.33,1.45
757,282,,Nick  Ebert,D,TEX,22.35,68,9,8,8,17,25,132,6.82,0.13,0.12,0.12,0.25,0.37,1.94
496,354,,John Ramage,D,CLE,25.605,69,4,9,12,13,25,130,3.08,0.06,0.13,0.17,0.19,0.36,1.88
444,237,,Jared McCann,C,SPR,20.293,42,11,9,5,20,25,91,12.09,0.26,0.21,0.12,0.48,0.6,2.17
929,238,,Stefan Matteau,C,STJ,22.56,67,12,8,5,20,25,120,10.0,0.18,0.12,0.07,0.3,0.37,1.79
209,224,,Chris Porter,LW,PRO,32.299,67,8,13,4,21,25,100,8.0,0.12,0.19,0.06,0.31,0.37,1.49
506,319,,Jordan Caron,RW,CHI,25.87,57,5,10,10,15,25,110,4.55,0.09,0.18,0.18,0.26,0.44,1.93
472,253,,Joe Blandisi,C,ALB,22.163,31,8,11,6,19,25,63,12.7,0.26,0.35,0.19,0.61,0.81,2.03
514,283,,Jordan Schmaltz,D,CHI,22.938,42,3,14,8,17,25,52,5.77,0.07,0.33,0.19,0.4,0.6,1.24
230,262,,Cole Bardreau,RW,LV,23.152,72,9,9,6,18,24,83,10.84,0.12,0.12,0.08,0.25,0.33,1.15
242,241,,Colton Hargrove,LW,PRO,24.225,67,8,12,4,20,24,124,6.45,0.12,0.18,0.06,0.3,0.36,1.85
829,254,,Quinton Howden,LW,MB,24.652,58,13,6,5,19,24,97,13.4,0.22,0.1,0.09,0.33,0.41,1.67
309,284,,Dmytro Timashov,LW,TOR,19.957,63,11,6,7,17,24,107,10.28,0.17,0.1,0.11,0.27,0.38,1.7
140,263,,Brett Findlay,C,TOR,23.924,34,10,8,6,18,24,46,21.74,0.29,0.24,0.18,0.53,0.71,1.35
236,240,,Colin Greening,C,TOR,30.522,69,10,10,4,20,24,110,9.09,0.14,0.14,0.06,0.29,0.35,1.59
233,239,,Cole Ully,LW,TEX,21.569000000000006,61,13,7,4,20,24,112,11.61,0.21,0.11,0.07,0.33,0.39,1.84
417,305,,Jacob MacDonald,D,ALB,23.551,34,8,8,8,16,24,75,10.67,0.24,0.24,0.24,0.47,0.71,2.21
598,335,,Kyle Burroughs,D,BRI,21.18,71,3,11,10,14,24,117,2.56,0.04,0.15,0.14,0.2,0.34,1.65
709,320,,Michael Kostka,D,STK/BNG,30.799,61,3,12,9,15,24,128,2.34,0.05,0.2,0.15,0.25,0.39,2.1
513,264,,Jordan Samuels-Thomas,LW,SD,26.303,56,12,6,6,18,24,91,13.19,0.21,0.11,0.11,0.32,0.43,1.62
987,449,,Travis Dermott,D,TOR,19.732,59,5,5,14,10,24,98,5.1,0.08,0.08,0.24,0.17,0.41,1.66
218,303,,Christoph Bertschy,RW,IA,22.448,67,11,5,8,16,24,150,7.33,0.16,0.07,0.12,0.24,0.36,2.24
391,302,,Gustav Olofsson,D,IA,21.791,59,6,10,8,16,24,92,6.52,0.1,0.17,0.14,0.27,0.41,1.56
467,304,,Jim O'Brien,C,SA,27.628,53,9,7,8,16,24,106,8.49,0.17,0.13,0.15,0.3,0.45,2.0
606,225,,Kyle Rau,LW,SPR,23.894,48,10,11,3,21,24,104,9.62,0.21,0.23,0.06,0.44,0.5,2.17
1000,226,,Troy Bourke,LW,SA,22.465,74,9,12,3,21,24,91,9.89,0.12,0.16,0.04,0.28,0.32,1.23
751,265,,Nathan Walker,LW,HER,22.604,58,11,7,5,18,23,96,11.46,0.19,0.12,0.09,0.31,0.4,1.66
510,243,,Jordan Maletta,C,CLE,21.38,76,12,8,3,20,23,128,9.38,0.16,0.11,0.04,0.26,0.3,1.68
138,355,,Brenden Kichton,D,MB,24.244,63,1,12,10,13,23,93,1.08,0.02,0.19,0.16,0.21,0.37,1.48
907,337,,Sena Acolatse,D,SPR,25.799,68,6,8,9,14,23,89,6.74,0.09,0.12,0.13,0.21,0.34,1.31
557,242,,Justin Scott,C,CLE,21.093000000000004,58,13,7,3,20,23,110,11.82,0.22,0.12,0.05,0.34,0.4,1.9
106,266,,Borna Rendulic,RW,UTI,24.477,69,12,6,5,18,23,80,15.0,0.17,0.09,0.07,0.26,0.33,1.16
971,244,,Timo Meier,C,SJ,19.937,33,14,6,3,20,23,98,14.29,0.42,0.18,0.09,0.61,0.7,2.97
84,306,,Austin Czarnik,C,PRO,23.76,22,6,10,7,16,23,41,14.63,0.27,0.45,0.32,0.73,1.05,1.86
1061,382,,Zach Leslie,D,ONT,22.623,65,5,7,11,12,23,100,5.0,0.08,0.11,0.17,0.18,0.35,1.54
348,268,,Evan McEneny,D,UTI,22.319000000000006,64,8,10,5,18,23,167,4.79,0.12,0.16,0.08,0.28,0.36,2.61
910,336,,Sergey Tolchinsky,LW,CHA,21.616,59,7,7,9,14,23,109,6.42,0.12,0.12,0.15,0.24,0.39,1.85
870,267,,Ryan Haggerty,RW,WBS,23.535,58,11,7,5,18,23,103,10.68,0.19,0.12,0.09,0.31,0.4,1.78
302,286,,Derrick Pouliot,D,WBS,22.664,46,7,10,6,17,23,103,6.8,0.15,0.22,0.13,0.37,0.5,2.24
697,287,,Max Gortz,RW,SD/MIL,23.631,58,5,12,6,17,23,91,5.49,0.09,0.21,0.1,0.29,0.4,1.57
279,285,,Danny Kristo,RW,CHA/WBS/CHI,26.246,54,10,7,6,17,23,96,10.42,0.19,0.13,0.11,0.31,0.43,1.78
955,415,,Taylor Fedun,D,RCH,28.283,29,5,6,12,11,23,59,8.47,0.17,0.21,0.41,0.38,0.79,2.03
832,479,,Rasmus Andersson,D,STK,19.885,54,3,6,13,9,22,92,3.26,0.06,0.11,0.24,0.17,0.41,1.7
767,271,,Nick Sorensen,RW,SD,21.898000000000003,48,10,8,4,18,22,83,12.05,0.21,0.17,0.08,0.38,0.46,1.73
178,269,,Carter Bancks,RW,UTI,27.103,69,10,8,4,18,22,73,13.7,0.14,0.12,0.06,0.26,0.32,1.06
710,270,,Michael Latta,C,ONT/RFD,25.312,61,5,13,4,18,22,76,6.58,0.08,0.21,0.07,0.3,0.36,1.25
262,416,,Dan Catenacci,C,RCH/HFD,23.521,69,9,2,11,11,22,86,10.47,0.13,0.03,0.16,0.16,0.32,1.25
644,289,,Mario Lucia,LW,IA,23.059,44,9,8,5,17,22,60,15.0,0.2,0.18,0.11,0.39,0.5,1.36
1041,307,,Vojtech Mozik,D,ALB,23.721,65,11,5,6,16,22,150,7.33,0.17,0.08,0.09,0.25,0.34,2.31
915,339,,Shane Harper,LW,ALB/SPR,27.62,58,8,6,8,14,22,78,10.26,0.14,0.1,0.14,0.24,0.38,1.34
50,356,,Andrew Campbell,D,TOR,28.614,75,6,7,9,13,22,99,6.06,0.08,0.09,0.12,0.17,0.29,1.32
944,309,,Sven Andrighetto,C,STJ,23.489,20,8,8,6,16,22,62,12.9,0.4,0.4,0.3,0.8,1.1,3.1
118,288,,Brandon Bollig,LW,STK,29.624,60,11,6,5,17,22,80,13.75,0.18,0.1,0.08,0.28,0.37,1.33
483,418,,Joel Hanley,D,STJ,25.274,65,2,9,11,11,22,81,2.47,0.03,0.14,0.17,0.17,0.34,1.25
865,255,,Ryan Craig,LW,CLE,34.692,71,11,8,3,19,22,86,12.79,0.15,0.11,0.04,0.27,0.31,1.21
1070,338,,Zack Mitchell,RW,IA,23.688,62,11,3,8,14,22,76,14.47,0.18,0.05,0.13,0.23,0.35,1.23
1013,308,,Tyler Gaudet,C,TUC,23.45,62,6,10,6,16,22,115,5.22,0.1,0.16,0.1,0.26,0.35,1.85
833,417,,Reece Scarlett,D,ALB/SPR,23.461,51,5,6,11,11,22,88,5.68,0.1,0.12,0.22,0.22,0.43,1.73
773,321,,Nikita Jevpalovs,RW,SJ,22.018,65,13,2,6,15,21,85,15.29,0.2,0.03,0.09,0.23,0.32,1.31
480,311,,Joe Pendenza,C,CLE,25.816,62,9,7,5,16,21,93,9.68,0.15,0.11,0.08,0.26,0.34,1.5
587,227,,Kevin Rooney,C,ALB,23.321,71,13,8,0,21,21,111,11.71,0.18,0.11,0.0,0.3,0.3,1.56
562,357,,Kane Lafranchise,D,BRI,28.304,67,5,8,8,13,21,94,5.32,0.07,0.12,0.12,0.19,0.31,1.4
180,358,,Carter Rowney,RW,WBS,26.352,26,10,3,8,13,21,50,20.0,0.38,0.12,0.31,0.5,0.81,1.92
661,290,,Martin Lundberg,C,RFD,26.276,67,9,8,4,17,21,95,9.47,0.13,0.12,0.06,0.25,0.31,1.42
163,310,,Bryce Gervais,F,CHI,24.554,60,13,3,5,16,21,84,15.48,0.22,0.05,0.08,0.27,0.35,1.4
555,341,,Justin Kirkland,LW,MIL,20.121,56,9,5,7,14,21,74,12.16,0.16,0.09,0.12,0.25,0.38,1.32
183,340,,Casey Nelson,D,RCH,24.162,58,7,7,7,14,21,111,6.31,0.12,0.12,0.12,0.24,0.36,1.91
241,291,,Colton Beck,LW,IA,26.267,74,5,12,4,17,21,113,4.42,0.07,0.16,0.05,0.23,0.28,1.53
98,480,,Ben Thomas,D,SYR,20.302,71,3,6,12,9,21,78,3.85,0.04,0.08,0.17,0.13,0.3,1.1
1064,450,,Zach Palmquist,D,IA,25.769,72,2,8,11,10,21,72,2.78,0.03,0.11,0.15,0.14,0.29,1.0
386,322,,Griffin Reinhart,D,BAK,22.642,54,7,8,6,15,21,68,10.29,0.13,0.15,0.11,0.28,0.39,1.26
593,272,,Kris Newbury,C,CHA/BAK,34.572,52,11,7,2,18,20,77,14.29,0.21,0.13,0.04,0.35,0.38,1.48
919,452,,Shea Theodore,D,SD,21.12,26,5,5,10,10,20,90,5.56,0.19,0.19,0.38,0.38,0.77,3.46
814,292,,Peter Stoykewych,D,MB,24.173,72,5,12,3,17,20,128,3.91,0.07,0.17,0.04,0.24,0.28,1.78
719,344,,Mike Angelidis,C,STK,31.22,49,7,7,6,14,20,74,9.46,0.14,0.14,0.12,0.29,0.41,1.51
185,361,,Chad Billins,D,UTI,27.308000000000003,72,3,10,7,13,20,104,2.88,0.04,0.14,0.1,0.18,0.28,1.44
371,342,,Garrett Mitchell,RW,HER,25.038,71,10,4,6,14,20,70,14.29,0.14,0.06,0.08,0.2,0.28,0.99
951,451,,Tanner Kero,C,RFD,24.146,28,7,3,10,10,20,59,11.86,0.25,0.11,0.36,0.36,0.71,2.11
235,359,,Colin Campbell,RW,GR,25.416,57,9,4,7,13,20,127,7.09,0.16,0.07,0.12,0.23,0.35,2.23
536,384,,Jujhar Khaira,C,BAK,22.092,27,8,4,8,12,20,61,13.11,0.3,0.15,0.3,0.44,0.74,2.26
741,453,,Mirco Mueller,D,SJ,21.49,62,2,8,10,10,20,84,2.38,0.03,0.13,0.16,0.16,0.32,1.35
543,313,,Justin Auger,RW,ONT,22.341,61,11,5,4,16,20,121,9.09,0.18,0.08,0.07,0.26,0.33,1.98
19,293,,Adrian Kempe,LW,ONT,20.006,46,12,5,3,17,20,92,13.04,0.26,0.11,0.07,0.37,0.43,2.0
898,294,,Scott Glennie,RW,MB,25.564,45,7,10,3,17,20,61,11.48,0.16,0.22,0.07,0.38,0.44,1.36
595,419,,Kurtis MacDermid,D,ONT,22.478,58,6,5,9,11,20,88,6.82,0.1,0.09,0.16,0.19,0.34,1.52
991,323,,Travis St. Denis,RW,BRI,23.995,50,12,3,5,15,20,95,12.63,0.24,0.06,0.1,0.3,0.4,1.9
655,360,,Mark Olver,C,BAK/TUC,28.707,50,6,7,7,13,20,59,10.17,0.12,0.14,0.14,0.26,0.4,1.18
368,343,,Garnet Hathaway,RW,STK,24.814,31,8,6,6,14,20,81,9.88,0.26,0.19,0.19,0.45,0.65,2.61
938,312,,Steven Fogarty,C,HFD,23.409,66,7,9,4,16,20,63,11.11,0.11,0.14,0.06,0.24,0.3,0.95
421,383,,Jaime Sifers,D,CLE,33.66,74,6,6,8,12,20,112,5.36,0.08,0.08,0.11,0.16,0.27,1.51
939,420,,Steven Kampfer,D,HFD,27.976,43,4,7,8,11,19,99,4.04,0.09,0.16,0.19,0.26,0.44,2.3
213,325,,Chris Wagner,C,SD,25.306,30,12,3,4,15,19,69,17.39,0.4,0.1,0.13,0.5,0.63,2.3
582,365,,Kevin Labanc,RW,SJ,20.762,19,6,7,6,13,19,60,10.0,0.32,0.37,0.32,0.68,1.0,3.16
702,327,,Michael Bournival,LW,SYR,24.293000000000006,38,9,6,4,15,19,76,11.84,0.24,0.16,0.11,0.39,0.5,2.0
580,366,,Kevin Fiala,LW,MIL,20.151,22,7,6,6,13,19,76,9.21,0.32,0.27,0.27,0.59,0.86,3.45
711,315,,Michael McCarron,C,STJ,21.528,32,7,9,3,16,19,73,9.59,0.22,0.28,0.09,0.5,0.59,2.28
823,326,,Philip Samuelsson,D,CHA/STJ,25.142,65,4,11,4,15,19,82,4.88,0.06,0.17,0.06,0.23,0.29,1.26
132,316,,Brendan Lemieux,LW,MB,20.504,61,12,4,3,16,19,120,10.0,0.2,0.07,0.05,0.26,0.31,1.97
553,362,,Justin Holl,D,TOR,24.627,72,8,5,6,13,19,111,7.21,0.11,0.07,0.08,0.18,0.26,1.54
299,314,,Derek Grant,C,RCH,26.407,23,11,5,3,16,19,61,18.03,0.48,0.22,0.13,0.7,0.83,2.65
247,386,,Connor Jones,C,BRI,26.084,58,5,7,7,12,19,84,5.95,0.09,0.12,0.12,0.21,0.33,1.45
134,295,,Brendan Perlini,LW,TUC,20.386,17,14,3,2,17,19,49,28.57,0.82,0.18,0.12,1.0,1.12,2.88
431,297,,Jake Virtanen,RW,UTI,20.08,65,9,8,2,17,19,142,6.34,0.14,0.12,0.03,0.26,0.29,2.18
822,385,,Philip McRae,C,HFD,26.506,76,8,4,7,12,19,129,6.2,0.11,0.05,0.09,0.16,0.25,1.7
1009,296,,Tye McGinn,LW,SYR,26.133000000000006,21,10,7,2,17,19,50,20.0,0.48,0.33,0.1,0.81,0.9,2.38
1042,363,,Wacey Hamilton,C,UTI,26.016,67,9,4,6,13,19,81,11.11,0.13,0.06,0.09,0.19,0.28,1.21
196,364,,Chris Bigras,D,SA,21.564,45,5,8,6,13,19,73,6.85,0.11,0.18,0.13,0.29,0.42,1.62
7,328,,Adam Comrie,D,SYR,26.128,55,8,7,4,15,19,99,8.08,0.15,0.13,0.07,0.27,0.35,1.8
896,324,,Scott Allen,LW,BAK,26.196,57,8,7,4,15,19,80,10.0,0.14,0.12,0.07,0.26,0.33,1.4
735,455,,Mike Zalewski,C,UTI,24.077,54,5,5,8,10,18,84,5.95,0.09,0.09,0.15,0.19,0.33,1.56
1066,423,,Zach Redmond,D,STJ,28.14,26,4,7,7,11,18,60,6.67,0.15,0.27,0.27,0.42,0.69,2.31
612,347,,Levko Koper,LW,CHA,25.947,56,7,7,4,14,18,72,9.72,0.12,0.12,0.07,0.25,0.32,1.29
705,345,,Michael Carcone,LW,UTI,20.326,61,5,9,4,14,18,87,5.75,0.08,0.15,0.07,0.23,0.3,1.43
1023,503,,Tyler Wotherspoon,D,STK,23.513,56,6,2,10,8,18,72,8.33,0.11,0.04,0.18,0.14,0.32,1.29
771,329,,Nicolas Aube-Kubel,RW,LV,20.351,71,9,6,3,15,18,73,12.33,0.13,0.08,0.04,0.21,0.25,1.03
750,421,,Nathan Paetsch,D,GR,33.465,73,1,10,7,11,18,79,1.27,0.01,0.14,0.1,0.15,0.25,1.08
515,422,,Jordan Schroeder,LW,IA,25.964,25,6,5,7,11,18,65,9.23,0.24,0.2,0.28,0.44,0.72,2.6
498,505,,Jon   Landry,D,BRI,33.378,53,4,4,10,8,18,72,5.56,0.08,0.08,0.19,0.15,0.34,1.36
468,317,,Jimmy Lodge,RW,MB,21.534,63,8,8,2,16,18,66,12.12,0.13,0.13,0.03,0.25,0.29,1.05
374,388,,Garry Nunn,RW,SA,26.848000000000006,53,8,4,6,12,18,83,9.64,0.15,0.08,0.11,0.23,0.34,1.57
646,424,,Mark Barberio,D,STJ,26.484,20,3,8,7,11,18,45,6.67,0.15,0.4,0.35,0.55,0.9,2.25
311,367,,Dominic Turgeon,C,GR,20.556,71,6,7,5,13,18,79,7.59,0.08,0.1,0.07,0.18,0.25,1.11
636,346,,Magnus Paajarvi,LW,CHI,25.43,26,7,7,4,14,18,57,12.28,0.27,0.27,0.15,0.54,0.69,2.19
288,504,,David Musil,D,BAK/TUC,23.436,60,4,4,10,8,18,61,6.56,0.07,0.07,0.17,0.13,0.3,1.02
256,387,,Cristoval Nieves,C,HFD,22.645,40,6,6,6,12,18,55,10.91,0.15,0.15,0.15,0.3,0.45,1.38
186,456,,Chad Nehring,C,BNG,29.257,50,5,5,8,10,18,76,6.58,0.1,0.1,0.16,0.2,0.36,1.52
568,454,,Keegan Lowe,D,CHA/STJ,23.467,71,6,4,8,10,18,77,7.79,0.08,0.06,0.11,0.14,0.25,1.08
884,368,,Sahir Gill,C,WBS,24.403,44,6,7,5,13,18,33,18.18,0.14,0.16,0.11,0.3,0.41,0.75
809,369,,Paul LaDue,D,ONT,24.025,38,6,7,5,13,18,80,7.5,0.16,0.18,0.13,0.34,0.47,2.11
873,370,,Ryan Johnston,D,STJ,24.586,50,5,8,5,13,18,69,7.25,0.1,0.16,0.1,0.26,0.36,1.38
627,389,,Luke Johnson,C,RFD,21.991,73,8,4,5,12,17,134,5.97,0.11,0.05,0.07,0.16,0.23,1.84
763,330,,Nick Moutrey,LW,CLE,21.23,61,8,7,2,15,17,91,8.79,0.13,0.11,0.03,0.25,0.28,1.49
648,482,,Mark Fayne,D,BAK,29.339,39,3,6,8,9,17,40,7.5,0.08,0.15,0.21,0.23,0.44,1.03
876,372,,Ryan MacInnis,C,TUC,20.586,68,8,5,4,13,17,76,10.53,0.12,0.07,0.06,0.19,0.25,1.12
967,391,,Tim Erixon,D,WBS,25.586,54,4,8,5,12,17,100,4.0,0.07,0.15,0.09,0.22,0.31,1.85
1016,506,,Tyler Lewington,D,HER,21.78,72,4,4,9,8,17,67,5.97,0.06,0.06,0.12,0.11,0.24,0.93
872,425,,Ryan Horvat,LW,SPR,23.598000000000006,47,5,6,6,11,17,70,7.14,0.11,0.13,0.13,0.23,0.36,1.49
1017,371,,Tyler Morley,C,SD,24.742,48,5,8,4,13,17,87,5.75,0.1,0.17,0.08,0.27,0.35,1.81
331,331,,Emile Poirier,RW,STK,21.755,43,6,9,2,15,17,75,8.0,0.14,0.21,0.05,0.35,0.4,1.74
340,457,,Erik Burgdoerfer,D,RCH,27.762,52,1,9,7,10,17,64,1.56,0.02,0.17,0.13,0.19,0.33,1.23
563,481,,Karl Stollery,D,ALB,28.819000000000006,59,1,8,8,9,17,77,1.3,0.02,0.14,0.14,0.15,0.29,1.31
4,458,,Aaron Ness,D,HER,26.33,51,5,5,7,10,17,75,6.67,0.1,0.1,0.14,0.2,0.33,1.47
396,373,,Henri Ikonen,LW,SYR,22.415,54,6,7,4,13,17,64,9.38,0.11,0.13,0.07,0.24,0.31,1.19
802,390,,Patrick Russell,RW,BAK,23.697,68,8,4,5,12,17,150,5.33,0.12,0.06,0.07,0.18,0.25,2.21
903,298,,Scott Sabourin,RW,SD,24.129,54,8,9,0,17,17,89,8.99,0.15,0.17,0.0,0.31,0.31,1.65
201,395,,Chris Carlisle,D,BNG,21.75,74,3,9,4,12,16,71,4.23,0.04,0.12,0.05,0.16,0.22,0.96
993,483,,Trevor Carrick,D,CHA,22.202,57,4,5,7,9,16,123,3.25,0.07,0.09,0.12,0.16,0.28,2.16
229,427,,Colby Williams,D,HER,21.638,60,4,7,5,11,16,34,11.76,0.07,0.12,0.08,0.18,0.27,0.57
394,374,,Harry Zolnierczyk,LW,MIL,29.041,24,6,7,3,13,16,47,12.77,0.25,0.29,0.12,0.54,0.67,1.96
830,394,,Radel Fazleev,LW,LV,20.69,65,6,6,4,12,16,54,11.11,0.09,0.09,0.06,0.18,0.25,0.83
405,509,,Ian McCoshen,D,SPR,21.115,68,4,4,8,8,16,91,4.4,0.06,0.06,0.12,0.12,0.24,1.34
73,332,,Anthony Richard,LW,MIL,19.738,55,4,11,1,15,16,78,5.13,0.07,0.2,0.02,0.27,0.29,1.42
